campaign_position,trial_id,family,family_registered_name,scenario_id,seed,condition,planning,feedback,attempt_status,infrastructure_failure_reason,raw_storage_disposition,block_id,block_is_primary_complete,whether_block_is_primary_complete,scientifically_eligible,j_hard_pair_s,realized_min_separation_m,hard_risk_event_count,predicted_min_separation_m,predicted_hard_conflict_count,controller_near_limit_fraction,any_realized_hard_risk,mission_success,failsafe_seen,feedback_intervention_burden,feedback_intervention_burden_availability
229,E3-A-01__P0_F0__S261093,A,A_predictable_structural_risk,E3-A-01,261093,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S261093,true,true,true,1.0165011882781982,0.18845279374151058,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
230,E3-A-01__P0_F1__S959517,A,A_predictable_structural_risk,E3-A-01,959517,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S959517,true,true,true,1.0888278484344482,0.62330795658016569,2,0.42748229992745784,2,0.01125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
231,E3-B-02__P1_F0__S658212,B,B_residual_execution_risk,E3-B-02,658212,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S658212,true,true,true,0.96052312850952148,1.3950731853162242,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
232,E3-A-02__P1_F0__S730940,A,A_predictable_structural_risk,E3-A-02,730940,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S730940,false,false,true,0,2.2643973788718585,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
233,E3-B-01__P0_F0__S261093,B,B_residual_execution_risk,E3-B-01,261093,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S261093,true,true,true,2.5601339340209961,1.4049226230303788,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
234,E3-C-01__P1_F0__S591774,C,C_mixed_risk,E3-C-01,591774,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S591774,true,true,true,2.4183254241943359,1.3864428639833088,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
235,E3-C-01__P0_F0__S279520,C,C_mixed_risk,E3-C-01,279520,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S279520,true,true,true,4.3612270355224609,0.51384190364247895,4,0.42748229992745784,2,0.00075000000000000002,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
236,E3-A-02__P0_F0__S730940,A,A_predictable_structural_risk,E3-A-02,730940,P0_F0,P0,F0,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S730940,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
237,E3-A-02__P0_F0__S591774,A,A_predictable_structural_risk,E3-A-02,591774,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S591774,true,true,true,2.130424976348877,0.055325121672472992,2,0,2,0.046304347826086958,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
238,E3-B-02__P1_F0__S926184,B,B_residual_execution_risk,E3-B-02,926184,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S926184,true,true,true,0.97738480567932129,1.3963877975358914,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
239,E3-B-02__P0_F1__S709169,B,B_residual_execution_risk,E3-B-02,709169,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S709169,true,true,true,0.60560989379882812,1.415417849521726,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
240,E3-A-01__P0_F0__S702055,A,A_predictable_structural_risk,E3-A-01,702055,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S702055,true,true,true,1.1237003803253174,0.12872243005626355,2,0.42748229992745784,2,0.01125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
241,E3-C-01__P0_F0__S876320,C,C_mixed_risk,E3-C-01,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S876320,true,true,true,3.8532314300537109,0.54120859615221484,9,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
242,E3-C-02__P0_F1__S881128,C,C_mixed_risk,E3-C-02,881128,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S881128,false,false,true,2.4471099376678467,0.77345586440061043,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
243,E3-C-01__P0_F1__S261093,C,C_mixed_risk,E3-C-01,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S261093,false,false,true,1.3518915176391602,0.60893109050745764,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
244,E3-B-02__P0_F1__S135275,B,B_residual_execution_risk,E3-B-02,135275,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S135275,true,true,true,0.61290693283081055,1.4231888441615463,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
245,E3-B-01__P0_F0__S861723,B,B_residual_execution_risk,E3-B-01,861723,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S861723,true,true,true,2.6527712345123291,1.3902298530271069,2,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
246,E3-B-02__P0_F0__S876320,B,B_residual_execution_risk,E3-B-02,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S876320,true,true,true,0.98155832290649414,1.3859668928212203,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
247,E3-A-02__P1_F1__S934882,A,A_predictable_structural_risk,E3-A-02,934882,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S934882,false,false,true,0,2.3290640005746237,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
248,E3-C-01__P0_F0__S881128,C,C_mixed_risk,E3-C-01,881128,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S881128,true,true,true,3.4618668556213379,0.58427048610691446,6,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
249,E3-C-02__P0_F1__S926184,C,C_mixed_risk,E3-C-02,926184,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S926184,true,true,true,2.3050274848937988,0.56952343776684689,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
250,E3-A-01__P1_F0__S899696,A,A_predictable_structural_risk,E3-A-01,899696,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S899696,true,true,true,0,1.9524209780458326,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
251,E3-C-02__P1_F0__S926184,C,C_mixed_risk,E3-C-02,926184,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S926184,true,true,true,0.9255678653717041,1.4070929830812027,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
252,E3-C-02__P0_F0__S959517,C,C_mixed_risk,E3-C-02,959517,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S959517,true,true,true,2.8742883205413818,0.51283589410883224,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
253,E3-A-02__P0_F0__S881128,A,A_predictable_structural_risk,E3-A-02,881128,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S881128,true,true,true,1.3510751724243164,0.1243325342357217,2,0,2,0.061956521739130438,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
254,E3-C-02__P0_F0__S876320,C,C_mixed_risk,E3-C-02,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S876320,true,true,true,2.9528648853302002,0.52073482555257877,3,0.42748229992745784,2,0.0016666666666666668,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
255,E3-A-02__P0_F1__S261093,A,A_predictable_structural_risk,E3-A-02,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S261093,false,false,true,7.0858626365661621,0.18872974849604859,5,0,2,0.15456521739130435,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
256,E3-B-02__P1_F1__S881128,B,B_residual_execution_risk,E3-B-02,881128,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S881128,true,true,true,0.5814659595489502,1.4191518912313614,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
257,E3-C-01__P1_F1__S876320,C,C_mixed_risk,E3-C-01,876320,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S876320,true,true,true,0,1.5022338360797924,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
258,E3-C-01__P1_F0__S926184,C,C_mixed_risk,E3-C-01,926184,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S926184,true,true,true,2.4781408309936523,1.3739305268221431,2,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
259,E3-A-02__P1_F0__S934882,A,A_predictable_structural_risk,E3-A-02,934882,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S934882,false,false,true,0,2.2494282911380039,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
260,E3-B-01__P0_F1__S702055,B,B_residual_execution_risk,E3-B-01,702055,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S702055,true,true,true,0,1.5036735525954588,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
261,E3-B-01__P0_F0__S709169,B,B_residual_execution_risk,E3-B-01,709169,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S709169,true,true,true,2.3107423782348633,1.4126069877325518,4,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
262,E3-C-01__P0_F1__S881128,C,C_mixed_risk,E3-C-01,881128,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S881128,true,true,true,1.3871128559112549,0.58260536894597525,2,0.42748229992745784,2,0.00125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
263,E3-B-01__P0_F1__S658212,B,B_residual_execution_risk,E3-B-01,658212,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S658212,true,true,true,0,1.5157936491675905,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
264,E3-A-02__P1_F0__S261093,A,A_predictable_structural_risk,E3-A-02,261093,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S261093,false,false,true,0,2.2409995879227353,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
265,E3-A-01__P1_F0__S709169,A,A_predictable_structural_risk,E3-A-01,709169,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S709169,true,true,true,0,1.9443927526569598,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
266,E3-A-02__P1_F1__S730940,A,A_predictable_structural_risk,E3-A-02,730940,P1_F1,P1,F1,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S730940,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
267,E3-B-01__P0_F1__S899696,B,B_residual_execution_risk,E3-B-01,899696,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S899696,true,true,true,0,1.5547252860742,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
268,E3-A-02__P1_F1__S709169,A,A_predictable_structural_risk,E3-A-02,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S709169,true,true,true,0,2.2450716629519891,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
269,E3-B-01__P1_F0__S135275,B,B_residual_execution_risk,E3-B-01,135275,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S135275,true,true,true,2.315828800201416,1.3738282601150877,2,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
270,E3-C-01__P1_F1__S861723,C,C_mixed_risk,E3-C-01,861723,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S861723,true,true,true,0,1.5109339447453267,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
271,E3-A-02__P0_F0__S135275,A,A_predictable_structural_risk,E3-A-02,135275,P0_F0,P0,F0,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S135275,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
272,E3-C-01__P0_F1__S861723,C,C_mixed_risk,E3-C-01,861723,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S861723,true,true,true,1.2960941791534424,0.6041871118412202,2,0.42748229992745784,2,0.0015,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
273,E3-B-02__P0_F1__S899696,B,B_residual_execution_risk,E3-B-02,899696,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S899696,true,true,true,0.62047529220581055,1.3947280413827949,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
274,E3-B-02__P1_F0__S261093,B,B_residual_execution_risk,E3-B-02,261093,P1_F0,P1,F0,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-B-02__S261093,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
275,E3-A-01__P1_F1__S899696,A,A_predictable_structural_risk,E3-A-01,899696,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S899696,true,true,true,0,1.9522600301093929,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
276,E3-C-02__P0_F0__S709169,C,C_mixed_risk,E3-C-02,709169,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S709169,true,true,true,3.1449246406555176,0.49441655529412304,3,0.42748229992745784,2,0.00083333333333333339,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
277,E3-C-01__P0_F1__S899696,C,C_mixed_risk,E3-C-01,899696,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S899696,true,true,true,1.3941199779510498,0.56762230966029792,2,0.42748229992745784,2,0.001,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
278,E3-B-01__P1_F1__S934882,B,B_residual_execution_risk,E3-B-01,934882,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S934882,true,true,true,0,1.5228790257537794,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
279,E3-B-01__P1_F0__S709169,B,B_residual_execution_risk,E3-B-01,709169,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S709169,true,true,true,2.2964327335357666,1.4048746071950247,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
280,E3-B-01__P1_F1__S881128,B,B_residual_execution_risk,E3-B-01,881128,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S881128,true,true,true,1.857323169708252,1.4013541689330333,4,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
281,E3-B-02__P0_F0__S959517,B,B_residual_execution_risk,E3-B-02,959517,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S959517,false,false,true,1.0249078273773193,1.3939974764565168,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
282,E3-C-02__P1_F1__S934882,C,C_mixed_risk,E3-C-02,934882,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S934882,true,true,true,0.55486297607421875,1.4289794379668714,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
283,E3-C-01__P0_F0__S135275,C,C_mixed_risk,E3-C-01,135275,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S135275,true,true,true,4.3733179569244385,0.54651638293981564,5,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
284,E3-C-02__P0_F1__S135275,C,C_mixed_risk,E3-C-02,135275,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S135275,true,true,true,2.4405233860015869,0.76293414643280955,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
285,E3-A-02__P1_F0__S279520,A,A_predictable_structural_risk,E3-A-02,279520,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S279520,true,true,true,0,2.2455691604997363,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
286,E3-A-01__P0_F0__S881128,A,A_predictable_structural_risk,E3-A-01,881128,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S881128,true,true,true,0.98545622825622559,0.2503215797745485,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
287,E3-C-02__P0_F1__S861723,C,C_mixed_risk,E3-C-02,861723,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S861723,true,true,true,2.4084854125976562,0.65163110006559566,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
288,E3-B-02__P1_F0__S959517,B,B_residual_execution_risk,E3-B-02,959517,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S959517,false,false,true,1.0903923511505127,1.3966251452673055,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
289,E3-C-01__P0_F0__S926184,C,C_mixed_risk,E3-C-01,926184,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S926184,true,true,true,3.1030230522155762,0.59062292202954036,6,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
290,E3-B-02__P1_F0__S730940,B,B_residual_execution_risk,E3-B-02,730940,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S730940,true,true,true,1.1659994125366211,1.3909518285297366,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
291,E3-C-02__P0_F0__S926184,C,C_mixed_risk,E3-C-02,926184,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S926184,true,true,true,3.0317380428314209,0.51978327676296421,3,0.42748229992745784,2,0.0020833333333333333,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
292,E3-B-01__P0_F1__S709169,B,B_residual_execution_risk,E3-B-01,709169,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S709169,true,true,true,0,1.5179654352300631,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
293,E3-B-02__P1_F0__S279520,B,B_residual_execution_risk,E3-B-02,279520,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S279520,true,true,true,0.87269306182861328,1.411490403019604,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
294,E3-C-01__P1_F0__S881128,C,C_mixed_risk,E3-C-01,881128,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S881128,true,true,true,2.6941208839416504,1.4235314101866907,2,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
295,E3-B-01__P1_F1__S899696,B,B_residual_execution_risk,E3-B-01,899696,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S899696,true,true,true,0,1.5043783571941716,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
296,E3-A-01__P1_F0__S959517,A,A_predictable_structural_risk,E3-A-01,959517,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S959517,true,true,true,0,1.9540148057730713,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
297,E3-B-02__P0_F1__S926184,B,B_residual_execution_risk,E3-B-02,926184,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S926184,true,true,true,0.63622474670410156,1.4078757933875359,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
298,E3-B-01__P0_F1__S881128,B,B_residual_execution_risk,E3-B-01,881128,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S881128,true,true,true,0.0041854381561279297,1.4999359722556176,1,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
299,E3-B-02__P0_F1__S591774,B,B_residual_execution_risk,E3-B-02,591774,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S591774,false,false,true,0.60827970504760742,1.4267166737645647,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
300,E3-A-02__P1_F1__S861723,A,A_predictable_structural_risk,E3-A-02,861723,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S861723,true,true,true,0,2.2460345079547457,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
301,E3-A-02__P1_F1__S658212,A,A_predictable_structural_risk,E3-A-02,658212,P1_F1,P1,F1,infrastructure_failure,RuntimeError: interaction deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S658212,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
302,E3-B-01__P1_F0__S730940,B,B_residual_execution_risk,E3-B-01,730940,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S730940,true,true,true,2.4912388324737549,1.3750329978326756,2,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
303,E3-A-02__P0_F1__S876320,A,A_predictable_structural_risk,E3-A-02,876320,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S876320,true,true,true,1.479123592376709,0.12081883371503133,2,0,2,0.060434782608695649,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
304,E3-B-02__P0_F0__S702055,B,B_residual_execution_risk,E3-B-02,702055,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S702055,true,true,true,0.95053553581237793,1.412933451461776,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
